db_id	question	hardness	query
dağ_fotoğrafları	Dağ fotoğraflarının numaraları ve isimleri nelerdir?	medium	SELECT T1.no , T1.isim FROM dağ AS T1 JOIN fotoğraflar AS T2 ON T1.no = T2.dağ_no WHERE T1.yükseklik > 4000
dağ_fotoğrafları	En az iki fotoğrafa sahip dağların numaraları ve isimleri nelerdir?	medium	SELECT T1.no , T1.isim FROM dağ AS T1 JOIN fotoğraflar AS T2 ON T1.no = T2.dağ_no GROUP BY T1.no HAVING count(*) >= 2
dağ_fotoğrafları	En çok dağın fotoğrafını çeken kameraların isimleri nelerdir?	extra	SELECT T2.isim FROM fotoğraflar AS T1 JOIN kamera_lensi AS T2 ON T1.kamera_lens_no = T2.no GROUP BY T2.no ORDER BY count(*) DESC LIMIT 1
dağ_fotoğrafları	'Sigma' or 'Olympus' marka lens ile çekilmiş fotoğrafların isimleri nelerdir?	hard	SELECT T1.isim FROM kamera_lensi AS T1 JOIN fotoğraflar AS T2 ON T2.kamera_lens_no = T1.no WHERE T1.marka = 'Sigma' OR T1.marka = 'Olympus'
dağ_fotoğrafları	Kaç farklı lens markası vardır?	easy	SELECT count(DISTINCT marka) FROM kamera_lensi
dağ_fotoğrafları	Fotoğraf çekerken kaç tane kamera lensi kullanılmıyor?	extra	SELECT count(*) FROM kamera_lensi WHERE no NOT IN ( SELECT kamera_lens_no FROM fotoğraflar )
dağ_fotoğrafları	Etiyopya' ülkesindeki dağların fotoğrafını çekmek için kullanılan kaç farklı kamera lensi türü vardır?	medium	SELECT count(DISTINCT T2.kamera_lens_no) FROM dağ AS T1 JOIN fotoğraflar AS T2 ON T1.no = T2.dağ_no WHERE T1.Ülke = 'Etiyopya'
dağ_fotoğrafları	Toubkal Atlas ve Lasta Massif sıralarındaki dağların fotoğrafını çekmiş lenslerin markalarını sırala.	extra	SELECT T3.marka FROM dağ AS T1 JOIN fotoğraflar AS T2 ON T1.no = T2.dağ_no JOIN kamera_lensi AS T3 ON T2.kamera_lens_no = T3.no WHERE T1.sıra = 'Toubkal Atlas' INTERSECT SELECT T3.marka FROM dağ AS T1 JOIN fotoğraflar AS T2 ON T1.no = T2.dağ_no JOIN kamera_lensi AS T3 ON T2.kamera_lens_no = T3.no WHERE T1.sıra = 'Lasta Massif'
dağ_fotoğrafları	Fotoğrafı 'Sigma' marka bir lensle çekilmeyen dağların adını ve çıkıntısını gösterin.	extra	SELECT isim , çıkıntı FROM dağ EXCEPT SELECT T1.isim , T1.sıra FROM dağ AS T1 JOIN fotoğraflar AS T2 ON T1.no = T2.dağ_no JOIN kamera_lensi AS T3 ON T2.kamera_lens_no = T3.no WHERE T3.marka = 'Sigma'
dağ_fotoğrafları	"""Digital"" substringi içeren kamera lenslerinin isimlerini listele."	medium	"SELECT isim FROM kamera_lensi WHERE isim LIKE ""%Digital%"""
dağ_fotoğrafları	Her kamera lensinin ismi ve çekilen fotoğraf sayısı nedir? Fotoğraf sayısına göre sonucu sırala.	hard	SELECT T1.isim , count(*) FROM kamera_lensi AS T1 JOIN fotoğraflar AS T2 ON T1.no = T2.kamera_lens_no GROUP BY T1.no ORDER BY count(*)
program_payı	CCTV'ye ait olmayan kanalların ismini bulun.	easy	SELECT İsim FROM kanal WHERE Sahip != 'CCTV'
program_payı	Hangi kanallar CCTV'ye ait değildir? Bana kanal isimlerini ver.	easy	SELECT İsim FROM kanal WHERE Sahip != 'CCTV'
program_payı	İzlenme oranı en yüksekten en düşüğe gidecek şekilde bütün kanal isimlerini sırala.	easy	SELECT İsim FROM kanal ORDER BY Yüzdelik_İzlenme_Oranı DESC
program_payı	İzlenme oranına göre azalan sırayla sıralanmış tüm kanal isimlerini bir listesini ver.	easy	SELECT İsim FROM kanal ORDER BY Yüzdelik_İzlenme_Oranı DESC
program_payı	En yüksek izlenme oranına sahip kanalın sahibi kimdir?	medium	SELECT Sahip FROM kanal ORDER BY Yüzdelik_İzlenme_Oranı DESC LIMIT 1
program_payı	En yüksek izlenme oranına sahip kanalın sahibini göster.	medium	SELECT Sahip FROM kanal ORDER BY Yüzdelik_İzlenme_Oranı DESC LIMIT 1
program_payı	Kaç program var?	easy	SELECT count(*) FROM program
program_payı	Programların sayısını say.	easy	SELECT count(*) FROM program
program_payı	Yayın tarihine göre sıralanacak şekilde, bütün programların isimlerini sırala.	easy	SELECT İsim FROM program ORDER BY Yayınlanma
program_payı	Yayınlanma tarihine göre sıralanmış şekilde program isimleri nelerdir?	easy	SELECT İsim FROM program ORDER BY Yayınlanma
program_payı	Her programın ismini, menşeiyini ve sahibini listele.	medium	SELECT İsim , Menşei , Sahip FROM program
program_payı	Her programın ismi, menşeiyi ve sahibi nelerdir?	medium	SELECT İsim , Menşei , Sahip FROM program
program_payı	En son yayınlanan programın ismini bul.	medium	SELECT İsim FROM program ORDER BY Yayınlanma DESC LIMIT 0
program_payı	En son yayınlanan program hangisidir? Program ismini döndür.	medium	SELECT İsim FROM program ORDER BY Yayınlanma DESC LIMIT 1
program_payı	CCTV'nin olan bütün kanalların toplam yüzdelik payını bul.	easy	SELECT sum(Yüzdelik_Pay) FROM kanal WHERE Sahip = 'CCTV'
program_payı	Sahibi CCTV olan kanalların toplam yüzdelik payı nedir?	easy	SELECT sum(Yüzdelik_Pay) FROM kanal WHERE Sahip = 'CCTV'
program_payı	Gündüz yayın yapan kanalların isimlerini bul.	medium	SELECT t1.İsim FROM kanal AS t1 JOIN yayın AS t2 ON t1.Kanal_No = t2.Kanal_No WHERE t2.günün_saati = 'Gündüz'
program_payı	Hangi kanallar gündüz yayın yapmaktadır? Bana isimlerini ver.	medium	SELECT t1.İsim FROM kanal AS t1 JOIN yayın AS t2 ON t1.Kanal_No = t2.Kanal_No WHERE t2.günün_saati = 'Gündüz'
program_payı	Hem gündüz hem de gece yayın yapan kanalların isimleri nelerdir?	extra	SELECT t1.İsim FROM kanal AS t1 JOIN yayın AS t2 ON t1.Kanal_No = t2.Kanal_No WHERE t2.günün_saati = 'Gündüz' INTERSECT SELECT t1.İsim FROM kanal AS t1 JOIN yayın AS t2 ON t1.Kanal_No = t2.Kanal_No WHERE t2.günün_saati = 'Gece'
program_payı	Hem gündüz hem de gece yayın yapan kanallar hangileridir? Bana kanal isimlerini ver.	extra	SELECT t1.İsim FROM kanal AS t1 JOIN yayın AS t2 ON t1.Kanal_No = t2.Kanal_No WHERE t2.günün_saati = 'Gündüz' INTERSECT SELECT t1.İsim FROM kanal AS t1 JOIN yayın AS t2 ON t1.Kanal_No = t2.Kanal_No WHERE t2.günün_saati = 'Gece'
program_payı	Günün her diliminde kaç tane program yayın yapmaktadır?	medium	SELECT count(*) , günün_saati FROM yayın GROUP BY günün_saati
program_payı	Günün her diliminde yayın yapan programların sayısını say.	medium	SELECT count(*) , günün_saati FROM yayın GROUP BY günün_saati
program_payı	Gece vakti yayınlanan programnların sayısını say.	easy	SELECT count(DISTINCT Program_No) FROM yayın WHERE günün_saati = 'Gece'
program_payı	Gece saatinde yayın yapan kaç farklı program vardır?	easy	SELECT count(DISTINCT Program_No) FROM yayın WHERE günün_saati = 'Gece'
program_payı	Asla sabah yayınlanmayan programların isimlerini bul.	hard	"SELECT İsim FROM program EXCEPT SELECT t1.İsim FROM program AS t1 JOIN yayın AS t2 ON t1.Program_No = t2.Program_No WHERE t2.günün_saati = ""Gündüz"""
program_payı	Hangi programlar asla sabah yayınlanmamaktadır? Bana programların isimlerini ver.	hard	"SELECT İsim FROM program EXCEPT SELECT t1.İsim FROM program AS t1 JOIN yayın AS t2 ON t1.Program_No = t2.Program_No WHERE t2.günün_saati = ""Gündüz"""
program_payı	Hem gündüz hem de gece saatinde bir programa sahip olan program sahiplerini bul.	extra	"SELECT t1.Sahip FROM program AS t1 JOIN yayın AS t2 ON t1.Program_No = t2.Program_No WHERE t2.günün_saati = ""Gündüz"" INTERSECT SELECT t1.Sahip FROM program AS t1 JOIN yayın AS t2 ON t1.Program_No = t2.Program_No WHERE t2.günün_saati = ""Gece"""
program_payı	Hem gündüz hem de gece saatinde bir programa sahip olan program sahipleri kimlerdir?	extra	"SELECT t1.Sahip FROM program AS t1 JOIN yayın AS t2 ON t1.Program_No = t2.Program_No WHERE t2.günün_saati = ""Gündüz"" INTERSECT SELECT t1.Sahip FROM program AS t1 JOIN yayın AS t2 ON t1.Program_No = t2.Program_No WHERE t2.günün_saati = ""Gece"""
program_payı	Alfabetik sırada bütün programların menşeisini listele.	easy	SELECT Menşei FROM program ORDER BY Menşei
program_payı	Program menşeileri listesi alfabetik sırada nedir?	easy	SELECT Menşei FROM program ORDER BY Menşei
program_payı	Farklı kanal sahiplarinin sayısı nedir?	easy	SELECT count(DISTINCT Sahip) FROM kanal
program_payı	Farklı kanal sahiplarinin sayısını say.	easy	SELECT count(DISTINCT Sahip) FROM kanal
program_payı	Menşeiyi Beijing olmayan programların isimlerini bul.	easy	SELECT İsim FROM program WHERE Menşei != 'Beijing'
program_payı	Menşei Beijing olmayan programlar hangileridir?İsimlerini ver.	easy	SELECT İsim FROM program WHERE Menşei != 'Beijing'
program_payı	Sahibi CCTV veya HBS olan kanalların isimleri nelerdir?	medium	SELECT İsim FROM kanal WHERE Sahip = 'CCTV' OR Sahip = 'HBS'
program_payı	CCTV veya HBS'in sahip olduğu bütün kanalların isimlerini sırala.	medium	SELECT İsim FROM kanal WHERE Sahip = 'CCTV' OR Sahip = 'HBS'
program_payı	Her kanal sahibi için toplam yüzdelik payı bul.	medium	SELECT sum(Yüzdelik_pay) , Sahip FROM kanal GROUP BY Sahip
program_payı	Her kanal sahibi için toplam kanal yüzdelik payı nedir?	medium	SELECT sum(Yüzdelik_pay) , Sahip FROM kanal GROUP BY Sahip
program_payı	En yaygın yayın yapan programın ismini bul.	extra	SELECT t1.İsim FROM program AS t1 JOIN yayın AS t2 ON t1.Program_No = t2.Program_No GROUP BY t2.Program_No ORDER BY count(*) DESC LIMIT 1
program_payı	En çok yayın yapan program hangisidir? Program ismini ver.	extra	SELECT t1.İsim FROM program AS t1 JOIN yayın AS t2 ON t1.Program_No = t2.Program_No GROUP BY t2.Program_No ORDER BY count(*) DESC LIMIT 1
uzaktan_eğitim	Toplamda kaç tane ders vardır?	easy	SELECT count(*) FROM Dersler
uzaktan_eğitim	Toplam verilen ders sayısını bul.	easy	SELECT count(*) FROM Dersler
uzaktan_eğitim	"""veritabanı"" isimli derslerin açıklamaları nelerdir?"	easy	"SELECT ders_açıklaması FROM Dersler WHERE ders_ismi = ""veritabanı"""
uzaktan_eğitim	"""veritabanı"" isimli derslerin açıklamasını döndür."	easy	"SELECT ders_açıklaması FROM Dersler WHERE ders_ismi = ""veritabanı"""
uzaktan_eğitim	İsmi Cathrine olan ders yazar ve öğretmenlerinin adresleri nelerdir?	easy	"SELECT adres_satırı_1 FROM Ders_Yazar_ve_Öğretmenleri WHERE isim = ""Cathrine"""
uzaktan_eğitim	İsmi Cathrine olan ders yazar ve öğretmenlerinin adreslerini döndür.	easy	"SELECT adres_satırı_1 FROM Ders_Yazar_ve_Öğretmenleri WHERE isim = ""Cathrine"""
uzaktan_eğitim	Bütün ders yazarlarının veya öğretmenlerinin adresini listele.	easy	SELECT adres_satırı_1 FROM Ders_Yazar_ve_Öğretmenleri
uzaktan_eğitim	Her yazar veya öğretmenin adresi nedir?	easy	SELECT adres_satırı_1 FROM Ders_Yazar_ve_Öğretmenleri
uzaktan_eğitim	Ders yazarı veya öğretmenlerinin giriş isimlerini ve soyadlarını listele.	medium	SELECT giriş_ismi , soyadı FROM Ders_Yazar_ve_Öğretmenleri
uzaktan_eğitim	Ders yazarı veya öğretmenlerinin giriş isimleri ve soyadları nelerdir?	medium	SELECT giriş_ismi , soyadı FROM Ders_Yazar_ve_Öğretmenleri
uzaktan_eğitim	Öğrencilerin kayıt ve tamamlanma tarihlerini bul.	medium	SELECT kayıt_tarihi , tamamlanma_tarihi FROM Öğrenci_Ders_Kaydı
uzaktan_eğitim	Tüm ğrencilerin kayıt ve tamamlanma tarihleri nelerdir?	medium	SELECT kayıt_tarihi , tamamlanma_tarihi FROM Öğrenci_Ders_Kaydı
uzaktan_eğitim	Derslere kayıtlı kaç farklı öğrenci vardır?	easy	SELECT count(DISTINCT öğrenci_no) FROM Öğrenci_Ders_Kaydı
uzaktan_eğitim	Derslere kayıt olmuş farklı öğrenci sayısını bul.	easy	SELECT count(DISTINCT öğrenci_no) FROM Öğrenci_Ders_Kaydı
uzaktan_eğitim	Öğrencilerin kayıt olduğu kaç farklı ders var?	easy	SELECT count(ders_no) FROM Öğrenci_Ders_Kaydı
uzaktan_eğitim	Öğrencilerin kayıt olduğu farklı ders sayısını bul.	easy	SELECT count(ders_no) FROM Öğrenci_Ders_Kaydı
uzaktan_eğitim	"""Başarılı"" sonuçlu sınavların tarihlerini bul."	easy	"SELECT sınav_tarihi FROM Öğrenci_Girilen_Sınavlar WHERE sınav_sonucu = ""Başarılı"""
uzaktan_eğitim	"Hangi sınavların sonucu ""başarılı""dır? Tarihlerini ve girilen sınavları döndür."	easy	"SELECT sınav_tarihi FROM Öğrenci_Girilen_Sınavlar WHERE sınav_sonucu = ""Başarılı"""
uzaktan_eğitim	"Kaç tane sınavın sonucu ""Başarısız""dır?"	easy	"SELECT count(*) FROM Öğrenci_Girilen_Sınavlar WHERE sınav_sonucu = ""Başarısız"""
uzaktan_eğitim	"""Başarısız"" sonuçlu sınavların sayısını hesapla."	easy	"SELECT count(*) FROM Öğrenci_Girilen_Sınavlar WHERE sınav_sonucu = ""Başarısız"""
uzaktan_eğitim	"""Ward"" soyadına sahip öğrencilerin giriş isimleri nelerdir?"	easy	"SELECT giriş_ismi FROM Öğrenciler WHERE soyadı = ""Ward"""
uzaktan_eğitim	"""Ward"" soyadına sahip öğrencilerin giriş isimlerini döndür."	easy	"SELECT giriş_ismi FROM Öğrenciler WHERE soyadı = ""Ward"""
uzaktan_eğitim	"Soyadı ""Jaskolski"" veya ""Langosh"" olan öğrencilerin son giriş tarihleri nelerdir?"	medium	"SELECT son_giriş_tarihi FROM Öğrenciler WHERE soyadı = ""Jaskolski"" OR soyadı = ""Langosh"""
uzaktan_eğitim	"Soyadı ""Jaskolski"" veya ""Langosh"" olan öğrencilerin son giriş tarihleriini bul."	medium	"SELECT son_giriş_tarihi FROM Öğrenciler WHERE soyadı = ""Jaskolski"" OR soyadı = ""Langosh"""
uzaktan_eğitim	"Adında ""son"" kelimesi geçen kaç tane öğrenci vardır?"	medium	"SELECT COUNT(*) FROM Öğrenciler WHERE isim LIKE ""%son%"""
uzaktan_eğitim	"İsimlerinde ""son"" kelimesi olan öğrenci sayısını bul."	medium	"SELECT COUNT(*) FROM Öğrenciler WHERE isim LIKE ""%son%"""
uzaktan_eğitim	Tüm konu isimlerini listele.	easy	SELECT konu_ismi FROM Konular
uzaktan_eğitim	Bütün derslerin isimleri nelerdir?	easy	SELECT konu_ismi FROM Konular
uzaktan_eğitim	İsimlerine göre alfabetik sırada, ders yazar ve öğretmenlerinin bütün bilgilerini sırala.	easy	SELECT * FROM Ders_Yazar_ve_Öğretmenleri ORDER BY isim
uzaktan_eğitim	İsimlerine göre alfabetik sırada olacak şekilde ders yazar ve öğretmenlerinin bütün bilgilerini sırala.	easy	SELECT * FROM Ders_Yazar_ve_Öğretmenleri ORDER BY isim
uzaktan_eğitim	Alfabetik soyad sırasında bütün öğrencilerin adlarını ve soyadlarını listele.	medium	SELECT isim , soyadı FROM Öğrenciler ORDER BY soyadı
uzaktan_eğitim	Öğrencilerin isimleri ve soyadları nelerdir? Sonucu soyadına göre alfabetik sırada sırala.	medium	SELECT isim , soyadı FROM Öğrenciler ORDER BY soyadı
uzaktan_eğitim	Azalan sırada tüm sınav sonuçlarını ve sayısını sırala.	extra	SELECT sınav_sonucu , COUNT(*) FROM Öğrenci_Girilen_Sınavlar GROUP BY sınav_sonucu ORDER BY COUNT(*) DESC
uzaktan_eğitim	Her farklı sınav sonucu için, sonuç almış öğrencilerin sayısını bul.	extra	SELECT sınav_sonucu , COUNT(*) FROM Öğrenci_Girilen_Sınavlar GROUP BY sınav_sonucu ORDER BY COUNT(*) DESC
uzaktan_eğitim	"""gelişmiş veritabanı"" dersini öğreten ders yazarının giriş ismini bul."	medium	"SELECT T1.giriş_ismi FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no WHERE T2.ders_ismi = ""gelişmiş veritabanı"""
uzaktan_eğitim	"""gelişmiş veritabanı"" dersini öğreten ders yazarı kimdir? Giriş ismini ver."	medium	"SELECT T1.giriş_ismi FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no WHERE T2.ders_ismi = ""gelişmiş veritabanı"""
uzaktan_eğitim	"""işletim sistemi"" veya ""veri yapıları"" ismindeki dersi öğreten ders yazarlarının adreslerini bul."	hard	"SELECT T1.adres_satırı_1 FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no WHERE T2.ders_ismi = ""işletim sistemi"" OR T2.ders_ismi = ""veri yapıları"""
uzaktan_eğitim	"""işletim sistemi"" veya ""veri yapıları"" derslerinden herhangi birini öğreten ders yazarlarının adresleri nelerdir?"	hard	"SELECT T1.adres_satırı_1 FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no WHERE T2.ders_ismi = ""işletim sistemi"" OR T2.ders_ismi = ""veri yapıları"""
uzaktan_eğitim	En çok dersi veren ders yazarının imini, soyadını ve yazar numarasını bulun.	extra	SELECT T1.isim , T1.soyadı , T2.yazar_no FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no GROUP BY T2.yazar_no ORDER BY COUNT(*) DESC LIMIT 1
uzaktan_eğitim	En çok dersi öğreten ders yazarının adı, soyadı ve yazar numarası nedir?	extra	SELECT T1.isim , T1.soyadı , T2.yazar_no FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no GROUP BY T2.yazar_no ORDER BY COUNT(*) DESC LIMIT 1
uzaktan_eğitim	En az iki ders öğreten ders yazarlarının adreslerini ve yazar numaralarını bul.	medium	SELECT T1.adres_satırı_1 , T2.yazar_no FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no GROUP BY T2.yazar_no HAVING Count(*) >= 2
uzaktan_eğitim	Hangi ders yazarları iki veya daha fazla ders veriyor? Adreslerini ve yazar numaralarını ver.	medium	SELECT T1.adres_satırı_1 , T2.yazar_no FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no GROUP BY T2.yazar_no HAVING Count(*) >= 2
uzaktan_eğitim	"Adı ""Julio"" olan öğretmenin öğrettiği derslerin isimlerini bul."	medium	"SELECT T2.ders_ismi FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no WHERE T1.isim = ""Julio"""
uzaktan_eğitim	"İsmi ""Julio"" olan öğretmenlerin öğrettiği derslerin isimleri nelerdir?"	medium	"SELECT T2.ders_ismi FROM Ders_Yazar_ve_Öğretmenleri AS T1 JOIN Dersler AS T2 ON T1.yazar_no = T2.yazar_no WHERE T1.isim = ""Julio"""
uzaktan_eğitim	"""Bilgisayar Bilimi"" konusuna ait bütün derslerin açıklamalarını bul."	medium	"SELECT T1.ders_ismi , T1.ders_açıklaması FROM Dersler AS T1 JOIN Konular AS T2 ON T1.konu_no = T2.konu_no WHERE T2.konu_ismi = ""Bilgisayar Bilimi"""
uzaktan_eğitim	"""Bilgisayar Bilimi"" konusu altındaki bütün derslerin isimleri ve açıklamaları nelerdir?"	medium	"SELECT T1.ders_ismi , T1.ders_açıklaması FROM Dersler AS T1 JOIN Konular AS T2 ON T1.konu_no = T2.konu_no WHERE T2.konu_ismi = ""Bilgisayar Bilimi"""
uzaktan_eğitim	Her konunun numarasını, ismini ve ilgili mevcut ders sayısını bul.	medium	SELECT T1.konu_no , T2.konu_ismi , COUNT(*) FROM Dersler AS T1 JOIN Konular AS T2 ON T1.konu_no = T2.konu_no GROUP BY T1.konu_no
uzaktan_eğitim	Tüm konuların numarası, ismi ve ilgili mevcut ders sayısı nedir?	medium	SELECT T1.konu_no , T2.konu_ismi , COUNT(*) FROM Dersler AS T1 JOIN Konular AS T2 ON T1.konu_no = T2.konu_no GROUP BY T1.konu_no
uzaktan_eğitim	Her konu için konu numarasını, konu ismini ve o konuyla alakalı der sayısını bul, ve artan ders sayısı sırasına göre sırala.	hard	SELECT T1.konu_no , T2.konu_ismi , COUNT(*) FROM Dersler AS T1 JOIN Konular AS T2 ON T1.konu_no = T2.konu_no GROUP BY T1.konu_no ORDER BY COUNT(*) ASC
uzaktan_eğitim	Her konunun numarasını, ismini ve ilgili mevcut ders sayısını, konu sayısına göre artan şekilde sırala.	hard	SELECT T1.konu_no , T2.konu_ismi , COUNT(*) FROM Dersler AS T1 JOIN Konular AS T2 ON T1.konu_no = T2.konu_no GROUP BY T1.konu_no ORDER BY COUNT(*) ASC
uzaktan_eğitim	"""İspanyolca"" dersinin kayıt tarihi nedir?"	medium	"SELECT T2.kayıt_tarihi FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no WHERE T1.ders_ismi = ""İspanyolca"""
uzaktan_eğitim	"""İspanyolca"" dersinin kayıt tarihini bul."	medium	"SELECT T2.kayıt_tarihi FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no WHERE T1.ders_ismi = ""İspanyolca"""
uzaktan_eğitim	En çok öğrencinin kayıt olduğu dersin ismi nedir?	extra	SELECT T1.ders_ismi FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no GROUP BY T1.ders_ismi ORDER BY COUNT(*) DESC LIMIT 1
uzaktan_eğitim	En çok kayıt olunan ders hangisidir? Kurs ismini ver.	extra	SELECT T1.ders_ismi FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no GROUP BY T1.ders_ismi ORDER BY COUNT(*) DESC LIMIT 1
uzaktan_eğitim	Tam 1 öğrencinin kayıt olduğu derslerin isimleri nelerdir?	medium	SELECT T1.ders_ismi FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no GROUP BY T1.ders_ismi HAVING COUNT(*) = 1
uzaktan_eğitim	Sadece bir öğrencinin kayıt olduğu derslerin isimlerini bul.	medium	SELECT T1.ders_ismi FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no GROUP BY T1.ders_ismi HAVING COUNT(*) = 1
uzaktan_eğitim	İkiden daha fazla öğrencinin kayıt olduğu derslerin açıklamaları ve isimleri nelerdir?	medium	SELECT T1.ders_açıklaması , T1.ders_ismi FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no GROUP BY T1.ders_ismi HAVING COUNT(*) > 2
uzaktan_eğitim	İkiden daha fazla öğrencinin kayıt olduğu derslerin açıklamalarını ve isimlerini döndür.	medium	SELECT T1.ders_açıklaması , T1.ders_ismi FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no GROUP BY T1.ders_ismi HAVING COUNT(*) > 2
uzaktan_eğitim	Her dersin ismi ve ona kayıt olan öğrenci sayısı nelerdir?	medium	SELECT T1.ders_ismi , COUNT(*) FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no GROUP BY T1.ders_ismi
uzaktan_eğitim	Her dersin ismini ve kayıtlı öğrenci sayısını listele.	medium	SELECT T1.ders_ismi , COUNT(*) FROM Dersler AS T1 JOIN Öğrenci_Ders_Kaydı AS T2 ON T1.ders_no = T2.ders_no GROUP BY T1.ders_ismi
uzaktan_eğitim	"""Başarılı"" sonucu alınan bütün sınavların kayıt tarihlerin nelerdir?"	medium	"SELECT T1.kayıt_tarihi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenci_Girilen_Sınavlar AS T2 ON T1.kayıt_no = T2.kayıt_no WHERE T2.sınav_sonucu = ""Başarılı"""
uzaktan_eğitim	"""Başarılı"" sonuçlanan bütün sınavların kayıt tarihlerini bul."	medium	"SELECT T1.kayıt_tarihi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenci_Girilen_Sınavlar AS T2 ON T1.kayıt_no = T2.kayıt_no WHERE T2.sınav_sonucu = ""Başarılı"""
uzaktan_eğitim	"""Başarısız"" sonucu olan sınavların tamamlanma tarihi nedir?"	medium	"SELECT T1.tamamlanma_tarihi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenci_Girilen_Sınavlar AS T2 ON T1.kayıt_no = T2.kayıt_no WHERE T2.sınav_sonucu = ""Başarısız"""
uzaktan_eğitim	"""Başarısız"" sonucu olan bütün sınavların tamamlanma tarihini döndür."	medium	"SELECT T1.tamamlanma_tarihi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenci_Girilen_Sınavlar AS T2 ON T1.kayıt_no = T2.kayıt_no WHERE T2.sınav_sonucu = ""Başarısız"""
uzaktan_eğitim	"İsmi ""Karson"" olan öğrencinin kayıt ve tamamlama tarihlerini sırala."	medium	"SELECT T1.kayıt_tarihi , T1.tamamlanma_tarihi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenciler AS T2 ON T1.öğrenci_no = T2.öğrenci_no WHERE T2.isim = ""Karson"""
uzaktan_eğitim	"Hangi tarihlerde ismi ""Karson"" olan öğrenci kurslara kayıt oldu ve kursları tamamladı?"	medium	"SELECT T1.kayıt_tarihi , T1.tamamlanma_tarihi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenciler AS T2 ON T1.öğrenci_no = T2.öğrenci_no WHERE T2.isim = ""Karson"""
uzaktan_eğitim	"Soyadı ""Zieme"" ve ismi ""Bernie"" olan öğrencinin kayıt ve tamamlama tarihlerini listele."	extra	"SELECT T1.kayıt_tarihi , T1.tamamlanma_tarihi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenciler AS T2 ON T1.öğrenci_no = T2.öğrenci_no WHERE T2.soyadı = ""Zieme"" AND T2.isim = ""Bernie"""
uzaktan_eğitim	"Soyadı ""Zieme"" ve ismi ""Bernie"" olan öğrencinin derslerini hangi tarihlerde kayıt olmuştur ve tamamlamıştır?"	extra	"SELECT T1.kayıt_tarihi , T1.tamamlanma_tarihi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenciler AS T2 ON T1.öğrenci_no = T2.öğrenci_no WHERE T2.soyadı = ""Zieme"" AND T2.isim = ""Bernie"""
uzaktan_eğitim	En çok derse kayıt olmuş öğrencinin öğrenci numarasını ve giriş ismini bul.	extra	SELECT T1.öğrenci_no , T2.giriş_ismi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenciler AS T2 ON T1.öğrenci_no = T2.öğrenci_no GROUP BY T1.öğrenci_no ORDER BY COUNT(*) DESC LIMIT 1
uzaktan_eğitim	En çok sayıda derse kayıt olmuş öğrencinin öğrenci numarası ve giriş ismi nedir?	extra	SELECT T1.öğrenci_no , T2.giriş_ismi FROM Öğrenci_Ders_Kaydı AS T1 JOIN Öğrenciler AS T2 ON T1.öğrenci_no = T2.öğrenci_no GROUP BY T1.öğrenci_no ORDER BY COUNT(*) DESC LIMIT 1
